날짜,평균 풍속,최저 기온,최고 기온,강수량,평균 가격
2017-09-19,1.8,16.5,27.3,3.5,6316
2017-09-20,0.9,14,24.5,0.4,6288
2017-09-21,1,11.8,25.7,0,6281
2017-09-22,0.9,14,26.5,0,6209
2017-09-23,1.1,14.9,26.3,0,6209
2017-09-24,0.9,16,27.6,0,6209
2017-09-25,0.7,16.9,28.5,0,6174
2017-09-26,0.8,16.9,28.3,0,6190
2017-09-27,2.1,17.3,22.6,21,6184
2017-09-28,1.4,15,25.1,0.2,6026
2017-09-29,0.7,10.3,21.8,0,5969
2017-09-30,1.3,9.9,25.9,0,5969
2017-10-01,1.3,12.9,20.3,21.2,5969
2017-10-02,1.7,16.5,24.6,15,5969
2017-10-03,1.4,14.9,23.1,0.6,5969
2017-10-04,1,13,22.3,0.1,5969
2017-10-05,0.8,13,21,1.1,5969
2017-10-06,0.9,13.9,19,8.4,5969
2017-10-07,1,15.9,24.6,0.1,5969
2017-10-08,1.1,16.3,26.5,0,5969
2017-10-09,1,16.4,27.1,0,5969
2017-10-10,2.2,16.8,26.6,1.5,5754
2017-10-11,0.7,14.6,21.8,6.3,5403
2017-10-12,1.4,10.6,15.5,9.3,4986
2017-10-13,1,7.7,19.2,0,4638
2017-10-14,1.2,8.9,20.3,0,4638
2017-10-15,0.8,10,19.4,0.8,4638
2017-10-16,1,12.1,20.2,0,4286
2017-10-17,1.5,9.7,21.6,0,3980
2017-10-18,0.9,13,18.7,0.3,3792
2017-10-19,0.8,11.3,20.5,0.5,3398
2017-10-20,1,10.1,22.4,0,3243
2017-10-21,3,9.4,22.6,0,3243
2017-10-22,1.8,9.4,21.7,0.1,3243
2017-10-23,0.8,8,18.6,0,3140
2017-10-24,0.8,7.3,18.5,0.1,3104
2017-10-25,0.8,6,19.8,0,3094
2017-10-26,0.8,6.9,19.5,0,2974
2017-10-27,0.9,9.6,21.5,0,3061
2017-10-28,2,9.2,22.1,0,3061
2017-10-29,1.6,7.6,19.4,1.9,3061
2017-10-30,1.1,2.9,14.1,0,2809
2017-10-31,0.8,1,17.5,0,2754
2017-11-01,0.8,6,18.5,0,2643
2017-11-02,1.9,9,19.3,0.1,2680
2017-11-03,1.6,7.1,18.4,1.3,2587
2017-11-04,1,3.6,13.8,1.3,2587
2017-11-05,0.8,1.4,15.7,0,2587
2017-11-06,0.6,2.6,18,0,2640
2017-11-07,2.4,6.4,19.8,0.1,2625
2017-11-08,0.8,7.5,19.6,0,2624
2017-11-09,2.6,2.8,17.6,0,2576
2017-11-10,2.4,4.3,19.4,2,2597
2017-11-11,1.1,1.7,12.1,0,2597
2017-11-12,0.8,-0.6,13.6,0,2597
2017-11-13,2.4,1.2,14.4,0.4,2621
2017-11-14,3.1,4.1,14.4,0,2646
2017-11-15,1.8,1.2,10.3,0,2591
2017-11-16,0.7,-1.6,9.3,0,2414
2017-11-17,2.7,-2,10.4,0.2,2384
2017-11-18,2.2,-2.1,7.6,0,2384
2017-11-19,1.8,-4.1,5.5,0,2384
2017-11-20,1,-1.5,8.3,0,2445
2017-11-21,0.7,-2.7,10.2,0,2461
2017-11-22,2.1,0.1,10.7,0.5,2434
2017-11-23,1.6,-2,6.7,0.6,2599
2017-11-24,1.1,-2.1,6.5,1.3,2622
2017-11-25,1.4,-3.4,10.4,3.3,2622
2017-11-26,0.6,0.8,12.4,1.3,2622
2017-11-27,0.9,-1.8,11.6,0,2686
2017-11-28,2.1,0.7,14.4,0,2708
2017-11-29,2.8,3.1,12.2,0,2727
2017-11-30,1.7,-1.9,6.6,0,2727
2017-12-01,0.9,-5.2,4.8,0,2727
2017-12-02,0.3,-4.9,8.1,0,2727
2017-12-03,2.7,-1.7,11,0.5,2727
2017-12-04,2.9,-2.6,6.9,0.2,2677
2017-12-05,0.8,-6,1.9,0.2,2670
2017-12-06,1.3,-5.2,6.7,0.9,2657
2017-12-07,1.8,-1.9,7.6,0.9,2653
2017-12-08,0.9,-4.3,2.4,0.2,2688
2017-12-09,1.6,-4.5,6.2,0,2688
2017-12-10,4.8,-1.1,8.9,2.2,2688
2017-12-11,1.7,-6.7,1.7,0.2,2637
2017-12-12,1.4,-9.7,-1.7,0,2637
2017-12-13,0.7,-9.6,0.4,0,2637
2017-12-14,0.8,-10.5,2.8,0,2635
2017-12-15,3.4,-7.2,4.7,0,2635
2017-12-16,1.9,-5.6,2.1,0.2,2635
2017-12-17,0.5,-9,0.3,0.1,2635
2017-12-18,2,-7.3,5.7,0.3,2743
2017-12-19,0.5,-5.9,3.4,0.1,2765
2017-12-20,1.4,-7.8,4.7,0.7,2788
2017-12-21,0.7,-4.8,5.8,0,2788
2017-12-22,0.6,-4.3,8.5,0,2800
2017-12-23,1.7,-1.1,11,0,2800
2017-12-24,2.9,1.3,8.1,14.2,2800
2017-12-25,3.3,-2.7,3.5,0,2800
2017-12-26,2.3,-4.9,4.1,0.1,2823
2017-12-27,0.8,-8,0.7,0,2865
2017-12-28,1.1,-6.9,3.7,0,2884
2017-12-29,0.8,-2.1,8,0,2901
2017-12-30,2.6,-1.6,7.1,0.6,2901
2017-12-31,2.5,-2,5.8,0.4,2901
